transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,_computed_total
TXN00168,2023-08-19,CUST005,Male,30,Groceries,2,22,44,44
TXN00169,2024-02-24,CUST005,Male,30,Groceries,1,328,328,328
TXN00170,2023-07-04,CUST005,Male,30,Clothing,1,980,980,980
TXN00171,2023-08-04,CUST005,Male,30,Electronics,3,615,1845,1845
TXN00172,2024-06-03,CUST005,Male,30,Clothing,4,245,980,980
TXN00173,2023-07-01,CUST005,Male,30,Electronics,3,146,438,438
TXN00174,2023-07-26,CUST005,Male,30,Groceries,1,305,305,305
TXN00175,2022-08-17,CUST005,Male,30,Beauty,5,849,4245,4245
TXN00176,2022-06-14,CUST005,Male,30,Beauty,4,807,3228,3228
TXN00177,2023-02-14,CUST005,Male,30,Groceries,5,860,4300,4300
TXN00178,2022-03-30,CUST005,Male,30,Beauty,4,610,2440,2440
TXN00179,2023-09-08,CUST005,Male,30,Clothing,2,305,610,610
TXN00180,2022-01-23,CUST005,Male,30,Electronics,3,646,1938,1938
TXN00181,2023-05-18,CUST005,Male,30,Electronics,1,674,674,674
TXN00182,2022-04-14,CUST005,Male,30,Electronics,2,983,1966,1966
TXN00183,2023-10-08,CUST005,Male,30,Electronics,3,48,144,144
TXN00184,2023-07-08,CUST005,Male,30,Groceries,3,400,1200,1200
TXN00185,2022-10-16,CUST005,Male,30,Beauty,4,24,96,96
TXN00186,2023-02-24,CUST006,Female,45,Beauty,4,487,1948,1948
TXN00187,2023-02-15,CUST007,Male,46,Groceries,5,559,2795,2795
TXN00188,2024-04-13,CUST007,Male,46,Electronics,1,263,263,263
TXN00189,2024-05-14,CUST007,Male,46,Beauty,2,526,1052,1052
TXN00190,2024-05-26,CUST007,Male,46,Electronics,5,168,840,840
TXN00191,2023-10-10,CUST007,Male,46,Clothing,4,705,2820,2820
TXN00192,2024-04-23,CUST007,Male,46,Electronics,5,166,830,830
TXN00193,2023-09-19,CUST007,Male,46,Electronics,5,139,695,695
TXN00194,2024-03-21,CUST007,Male,46,Clothing,3,941,2823,2823
TXN00195,2022-09-11,CUST007,Male,46,Beauty,3,78,234,234
TXN00196,2023-12-13,CUST007,Male,46,Clothing,2,881,1762,1762
TXN00197,2022-08-06,CUST007,Male,46,Clothing,2,311,622,622
TXN00198,2023-09-15,CUST007,Male,46,Clothing,5,625,3125,3125
TXN00199,2022-12-22,CUST007,Male,46,Sports,4,692,2768,2768
TXN00200,2024-04-19,CUST007,Male,46,Sports,4,142,568,568
TXN00201,2022-02-20,CUST007,Male,46,Electronics,2,613,1226,1226
TXN00202,2023-12-27,CUST007,Male,46,Sports,5,471,2355,2355
TXN00203,2023-09-05,CUST007,Male,46,Electronics,3,416,1248,1248
TXN00204,2022-07-01,CUST007,Male,46,Beauty,5,355,1775,1775
TXN00205,2023-07-21,CUST007,Male,46,Beauty,1,10,10,10
TXN00206,2023-03-07,CUST007,Male,46,Clothing,3,945,2835,2835
TXN00207,2023-03-12,CUST007,Male,46,Electronics,1,318,318,318
TXN00208,2024-03-13,CUST007,Male,46,Clothing,1,126,126,126
TXN00209,2024-03-16,CUST007,Male,46,Beauty,4,546,2184,2184
TXN00210,2023-02-22,CUST007,Male,46,Electronics,2,912,1824,1824
TXN00211,2024-05-25,CUST007,Male,46,Clothing,3,538,1614,1614
TXN00212,2022-01-25,CUST007,Male,46,Electronics,3,188,564,564
TXN00213,2022-06-10,CUST007,Male,46,Electronics,4,719,2876,2876
TXN00214,2023-10-24,CUST007,Male,46,Clothing,1,294,294,294
TXN00215,2022-02-18,CUST007,Male,46,Electronics,2,165,330,330
TXN00216,2022-05-28,CUST007,Male,46,Clothing,1,93,93,93
TXN00217,2023-07-15,CUST007,Male,46,Sports,4,72,288,288
TXN00218,2022-08-03,CUST007,Male,46,Electronics,1,745,745,745
TXN00219,2022-11-14,CUST007,Male,46,Groceries,3,900,2700,2700
TXN00220,2022-10-13,CUST007,Male,46,Electronics,5,314,1570,1570
TXN00221,2023-01-06,CUST007,Male,46,Electronics,3,27,81,81
TXN00222,2022-04-23,CUST007,Male,46,Clothing,2,203,406,406
TXN00223,2024-04-10,CUST007,Male,46,Clothing,2,231,462,462
TXN00224,2022-02-24,CUST007,Male,46,Electronics,4,906,3624,3624
TXN00225,2024-05-27,CUST007,Male,46,Electronics,3,809,2427,2427
TXN00226,2022-02-24,CUST007,Male,46,Beauty,2,389,778,778
TXN00227,2022-12-15,CUST007,Male,46,Groceries,4,809,3236,3236
TXN00228,2023-03-19,CUST007,Male,46,Electronics,1,322,322,322
TXN00229,2022-08-27,CUST007,Male,46,Electronics,5,337,1685,1685
TXN00230,2023-08-27,CUST007,Male,46,Beauty,5,588,2940,2940
TXN00231,2022-03-19,CUST007,Male,46,Electronics,2,812,1624,1624
TXN00232,2022-06-14,CUST007,Male,46,Electronics,3,921,2763,2763
TXN00233,2022-01-07,CUST007,Male,46,Electronics,5,919,4595,4595
TXN00234,2022-03-26,CUST007,Male,46,Groceries,2,784,1568,1568
TXN00235,2023-07-02,CUST007,Male,46,Electronics,3,633,1899,1899
TXN00236,2024-06-15,CUST007,Male,46,Groceries,5,709,3545,3545
TXN00237,2023-01-21,CUST007,Male,46,Electronics,5,925,4625,4625
TXN00238,2023-06-16,CUST007,Male,46,Electronics,3,480,1440,1440
TXN00239,2024-01-04,CUST007,Male,46,Clothing,5,814,4070,4070
TXN00240,2024-05-16,CUST007,Male,46,Beauty,1,235,235,235
TXN00241,2022-10-07,CUST007,Male,46,Groceries,4,515,2060,2060
TXN00242,2022-02-28,CUST007,Male,46,Clothing,1,723,723,723
TXN00243,2023-06-10,CUST007,Male,46,Electronics,1,891,891,891
TXN00244,2022-10-08,CUST007,Male,46,Groceries,1,561,561,561
TXN00245,2023-05-09,CUST007,Male,46,Clothing,1,767,767,767
TXN00246,2022-04-19,CUST007,Male,46,Clothing,4,675,2700,2700
TXN00247,2024-04-17,CUST007,Male,46,Groceries,2,736,1472,1472
TXN00248,2022-12-22,CUST007,Male,46,Electronics,2,137,274,274
TXN00249,2023-11-08,CUST007,Male,46,Electronics,1,943,943,943
TXN00250,2023-09-21,CUST007,Male,46,Groceries,1,387,387,387
TXN00251,2024-04-04,CUST007,Male,46,Electronics,2,351,702,702
TXN00252,2024-01-19,CUST007,Male,46,Electronics,3,177,531,531
TXN00253,2023-11-16,CUST007,Male,46,Electronics,1,830,830,830
TXN00254,2023-12-03,CUST007,Male,46,Clothing,1,931,931,931
TXN00255,2024-04-01,CUST007,Male,46,Electronics,2,567,1134,1134
TXN00256,2022-10-19,CUST007,Male,46,Electronics,3,714,2142,2142
TXN00257,2024-02-18,CUST007,Male,46,Electronics,3,803,2409,2409
TXN00258,2022-07-06,CUST007,Male,46,Sports,3,521,1563,1563
TXN00259,2023-09-15,CUST007,Male,46,Clothing,3,319,957,957
TXN00260,2023-07-02,CUST007,Male,46,Electronics,5,321,1605,1605
TXN00261,2023-05-06,CUST007,Male,46,Clothing,4,476,1904,1904
TXN00262,2023-04-27,CUST007,Male,46,Sports,1,967,967,967
TXN00263,2022-03-14,CUST007,Male,46,Clothing,1,163,163,163
TXN00264,2022-08-05,CUST007,Male,46,Groceries,1,305,305,305
TXN00265,2022-01-25,CUST007,Male,46,Clothing,5,948,4740,4740
TXN00266,2022-04-18,CUST007,Male,46,Electronics,3,140,420,420
TXN00267,2024-05-15,CUST007,Male,46,Electronics,4,444,1776,1776
TXN00268,2024-03-27,CUST007,Male,46,Electronics,4,284,1136,1136
TXN00269,2024-04-02,CUST007,Male,46,Sports,5,26,130,130
TXN00270,2023-08-15,CUST007,Male,46,Electronics,1,824,824,824
TXN00271,2022-03-22,CUST007,Male,46,Clothing,3,785,2355,2355
TXN00272,2022-07-19,CUST007,Male,46,Clothing,5,383,1915,1915
TXN00273,2023-10-17,CUST007,Male,46,Clothing,1,475,475,475
TXN00274,2023-06-22,CUST007,Male,46,Electronics,3,931,2793,2793
TXN00275,2024-03-04,CUST007,Male,46,Sports,2,25,50,50
TXN00276,2024-02-21,CUST007,Male,46,Sports,5,95,475,475
TXN00277,2023-11-19,CUST007,Male,46,Electronics,5,528,2640,2640
TXN00278,2023-08-17,CUST007,Male,46,Sports,2,836,1672,1672
TXN00279,2023-03-19,CUST007,Male,46,Clothing,4,944,3776,3776
TXN00280,2022-06-08,CUST007,Male,46,Electronics,2,624,1248,1248
TXN00281,2022-04-08,CUST007,Male,46,Electronics,3,629,1887,1887
TXN00282,2022-07-02,CUST007,Male,46,Clothing,3,814,2442,2442
TXN00283,2023-05-12,CUST007,Male,46,Electronics,4,48,192,192
TXN00284,2023-02-01,CUST007,Male,46,Groceries,4,358,1432,1432
TXN00285,2023-03-02,CUST007,Male,46,Beauty,2,170,340,340
TXN00286,2024-01-09,CUST007,Male,46,Clothing,4,903,3612,3612
TXN00287,2024-01-29,CUST007,Male,46,Electronics,2,555,1110,1110
TXN00288,2023-08-31,CUST007,Male,46,Electronics,5,150,750,750
TXN00289,2022-01-29,CUST007,Male,46,Sports,3,900,2700,2700
TXN00290,2024-01-18,CUST007,Male,46,Electronics,1,486,486,486
TXN00291,2022-08-27,CUST007,Male,46,Beauty,1,281,281,281
TXN00292,2022-12-25,CUST007,Male,46,Electronics,1,275,275,275
TXN00293,2023-11-20,CUST007,Male,46,Groceries,4,398,1592,1592
TXN00294,2023-11-01,CUST007,Male,46,Electronics,3,438,1314,1314
TXN00295,2022-10-20,CUST007,Male,46,Groceries,2,333,666,666
TXN00296,2023-08-08,CUST007,Male,46,Electronics,1,441,441,441
TXN00297,2022-05-20,CUST007,Male,46,Groceries,1,898,898,898
TXN00298,2023-01-15,CUST007,Male,46,Groceries,3,814,2442,2442
TXN00299,2022-06-02,CUST007,Male,46,Clothing,3,71,213,213
TXN00300,2023-10-22,CUST007,Male,46,Electronics,4,781,3124,3124
TXN00301,2022-08-31,CUST007,Male,46,Electronics,5,584,2920,2920
TXN00302,2022-08-14,CUST007,Male,46,Electronics,5,375,1875,1875
TXN00303,2023-05-21,CUST007,Male,46,Electronics,1,227,227,227
TXN00304,2024-02-12,CUST007,Male,46,Electronics,3,897,2691,2691
TXN00305,2024-06-08,CUST007,Male,46,Sports,1,530,530,530
TXN00306,2023-02-23,CUST007,Male,46,Electronics,1,582,582,582
TXN00307,2022-08-04,CUST007,Male,46,Groceries,2,859,1718,1718
TXN00308,2024-02-20,CUST007,Male,46,Clothing,3,169,507,507
TXN00309,2022-12-23,CUST007,Male,46,Clothing,5,98,490,490
TXN00310,2022-11-19,CUST007,Male,46,Beauty,2,276,552,552
TXN00311,2022-07-14,CUST007,Male,46,Clothing,3,997,2991,2991
TXN00312,2023-06-05,CUST007,Male,46,Beauty,1,747,747,747
TXN00313,2022-08-14,CUST007,Male,46,Groceries,1,270,270,270
TXN00314,2022-09-08,CUST007,Male,46,Electronics,4,984,3936,3936
TXN00315,2023-03-30,CUST007,Male,46,Clothing,5,185,925,925
TXN00316,2024-03-06,CUST007,Male,46,Electronics,5,325,1625,1625
TXN00317,2022-02-09,CUST007,Male,46,Beauty,5,982,4910,4910
TXN00318,2022-04-25,CUST007,Male,46,Clothing,5,233,1165,1165
TXN00319,2024-05-15,CUST007,Male,46,Electronics,2,332,664,664
TXN00320,2022-09-19,CUST007,Male,46,Electronics,3,982,2946,2946
TXN00321,2022-12-19,CUST007,Male,46,Groceries,3,345,1035,1035
TXN00322,2024-02-20,CUST007,Male,46,Electronics,3,580,1740,1740
TXN00323,2022-06-19,CUST007,Male,46,Groceries,3,566,1698,1698
TXN00324,2023-12-01,CUST007,Male,46,Groceries,4,200,800,800
TXN00325,2024-01-31,CUST007,Male,46,Sports,5,756,3780,3780
TXN00326,2023-01-29,CUST007,Male,46,Beauty,3,40,120,120
TXN00327,2022-03-23,CUST007,Male,46,Groceries,3,446,1338,1338
TXN00328,2023-06-08,CUST007,Male,46,Beauty,4,267,1068,1068
TXN00329,2023-10-29,CUST007,Male,46,Electronics,2,233,466,466
TXN00330,2022-08-11,CUST007,Male,46,Clothing,1,242,242,242
TXN00331,2022-12-31,CUST007,Male,46,Electronics,2,709,1418,1418
TXN00332,2023-03-31,CUST007,Male,46,Electronics,3,335,1005,1005
TXN00333,2024-04-10,CUST007,Male,46,Sports,2,242,484,484
TXN00334,2022-02-06,CUST007,Male,46,Electronics,4,581,2324,2324
TXN00335,2024-05-13,CUST007,Male,46,Sports,5,287,1435,1435
TXN00336,2022-07-11,CUST007,Male,46,Sports,4,251,1004,1004
TXN00337,2024-06-04,CUST007,Male,46,Electronics,1,533,533,533
TXN00338,2022-07-29,CUST007,Male,46,Clothing,1,31,31,31
TXN00339,2022-10-12,CUST007,Male,46,Sports,2,279,558,558
TXN00340,2023-01-16,CUST007,Male,46,Clothing,4,685,2740,2740
TXN00341,2022-02-02,CUST007,Male,46,Electronics,4,16,64,64
TXN00342,2023-06-22,CUST007,Male,46,Groceries,3,468,1404,1404
TXN00343,2023-05-31,CUST007,Male,46,Clothing,2,439,878,878
TXN00344,2022-02-08,CUST007,Male,46,Clothing,1,108,108,108
TXN00345,2024-03-10,CUST007,Male,46,Electronics,5,166,830,830
TXN00346,2022-01-22,CUST007,Male,46,Groceries,2,696,1392,1392
TXN00347,2023-01-17,CUST007,Male,46,Beauty,3,548,1644,1644
TXN00348,2022-01-21,CUST007,Male,46,Clothing,4,449,1796,1796
TXN00349,2023-10-21,CUST007,Male,46,Sports,5,964,4820,4820
TXN00350,2022-09-14,CUST007,Male,46,Sports,1,462,462,462
TXN00351,2022-06-11,CUST007,Male,46,Groceries,2,901,1802,1802
TXN00352,2024-03-03,CUST007,Male,46,Electronics,5,172,860,860
TXN00353,2022-07-27,CUST007,Male,46,Beauty,4,795,3180,3180
TXN00354,2023-10-19,CUST007,Male,46,Electronics,3,593,1779,1779
TXN00355,2022-01-27,CUST007,Male,46,Electronics,5,318,1590,1590
TXN00356,2023-11-24,CUST007,Male,46,Clothing,2,208,416,416
TXN00357,2023-07-12,CUST007,Male,46,Clothing,4,387,1548,1548
TXN00358,2022-09-30,CUST007,Male,46,Electronics,1,743,743,743
TXN00359,2023-11-09,CUST007,Male,46,Clothing,4,861,3444,3444
TXN00360,2023-05-16,CUST007,Male,46,Electronics,1,965,965,965
TXN00361,2023-01-30,CUST007,Male,46,Groceries,5,395,1975,1975
TXN00362,2022-10-01,CUST007,Male,46,Electronics,5,730,3650,3650
TXN00363,2022-06-15,CUST007,Male,46,Sports,2,375,750,750
TXN00364,2022-04-12,CUST007,Male,46,Groceries,3,310,930,930
TXN00365,2023-11-22,CUST007,Male,46,Groceries,1,401,401,401
TXN00366,2022-02-15,CUST007,Male,46,Electronics,1,410,410,410
TXN00367,2022-08-30,CUST007,Male,46,Electronics,4,669,2676,2676
TXN00368,2024-03-11,CUST007,Male,46,Clothing,4,874,3496,3496
TXN00369,2023-08-12,CUST007,Male,46,Electronics,1,982,982,982
TXN00370,2022-07-13,CUST007,Male,46,Electronics,4,675,2700,2700
TXN00371,2022-05-23,CUST007,Male,46,Groceries,2,695,1390,1390
TXN00372,2022-11-01,CUST007,Male,46,Electronics,2,115,230,230
TXN00373,2022-01-09,CUST007,Male,46,Groceries,3,326,978,978
TXN00374,2023-07-07,CUST007,Male,46,Clothing,1,368,368,368
TXN00375,2023-11-21,CUST007,Male,46,Beauty,2,725,1450,1450
TXN00376,2022-04-21,CUST007,Male,46,Groceries,4,327,1308,1308
